word,stem,lemma
heureux,heureux,heureux
hew,hew,hew
hewgh,hewgh,hewgh
hewn,hewn,hew
hews,hew,hew
hey,hey,hey
hibocrate,hibocr,hibocrate
hic,hic,hic
hick,hick,hick
hid,hid,hid
hidden,hidden,hide
hide,hide,hide
hideous,hideou,hideous
hideousness,hideous,hideousness
hideth,hideth,hideth
hiding,hide,hiding
hie,hie,hie
hiem,hiem,hiem
hies,hie,hie
hig,hig,hig
high,high,high
higher,higher,higher
highest,highest,high
highly,highli,highly
highmost,highmost,highmost
highness,high,highness
hight,hight,hight
highway,highway,highway
highwrought,highwrought,highwrought
hilde,hild,hilde
hilding,hild,hilde
hill,hill,hill
hillo,hillo,hillo
hilloa,hilloa,hilloa
hills,hill,hill
hilt,hilt,hilt
hinc,hinc,hinc
hind,hind,hind
hinder,hinder,hinder
hinderd,hinderd,hinderd
hindering,hinder,hinder
hindmost,hindmost,hindmost
hinge,hing,hinge
hinged,hing,hinge
hint,hint,hint
hip,hip,hip
hipparchus,hipparchu,hipparchus
hippe,hipp,hippe
hippolyta,hippolyta,hippolyta
hips,hip,hip
hire,hire,hire
hirtius,hirtiu,hirtius
his,hi,his
hisperia,hisperia,hisperia
hiss,hiss,hiss
hist,hist,hist
historical,histor,historical
history,histori,history
hit,hit,hit
hither,hither,hither
hitherto,hitherto,hitherto
hitherward,hitherward,hitherward
hitherwards,hitherward,hitherward
hive,hive,hive
hoa,hoa,hoa
hoar,hoar,hoar
hoard,hoard,hoard
hoarding,hoard,hoard
hoars,hoar,hoar
hoarse,hoars,hoarse
hoary,hoari,hoary
hob,hob,hob
hobbididence,hobbidid,hobbididence
hobby,hobbi,hobby
hobgoblin,hobgoblin,hobgoblin
hobnail,hobnail,hobnail
hoc,hoc,hoc
hodge,hodg,hodge
hog,hog,hog
hogshead,hogshead,hogshead
hoise,hois,hoise
hoist,hoist,hoist
holborn,holborn,holborn
hold,hold,hold
holden,holden,holden
holder,holder,holder
holdeth,holdeth,holdeth
holding,hold,hold
hole,hole,hole
holidame,holidam,holidame
holiday,holiday,holiday
holier,holier,holier
holily,holili,holily
holiness,holi,holiness
holla,holla,holla
hollae,holla,hollae
holland,holland,holland
hollander,holland,hollander
holloa,holloa,holloa
hollow,hollow,hollow
hollowly,hollowli,hollowly
hollowness,hollow,hollowness
holly,holli,holly
holmedon,holmedon,holmedon
holoferne,holofern,holoferne
holp,holp,holp
holy,holi,holy
homage,homag,homage
homager,homag,homager
home,home,home
homely,home,homely
homeward,homeward,homeward
homicide,homicid,homicide
homily,homili,homily
hominem,hominem,hominem
hommes,homm,homme
homo,homo,homo
honest,honest,honest
honester,honest,honester
honestly,honestli,honestly
honesty,honesti,honesty
honey,honey,honey
honeycomb,honeycomb,honeycomb
honeyless,honeyless,honeyless
honeysuckle,honeysuckl,honeysuckle
honeysuckles,honeysuckl,honeysuckle
honi,honi,honi
honneur,honneur,honneur
honorato,honorato,honorato
honorificabilitudinitatibus,honorificabilitudinitatibu,honorificabilitudinitatibus
honour,honour,honour
honourable,honour,honourable
honourably,honour,honourably
honours,honour,honour
hoo,hoo,hoo
hood,hood,hood
hoodman,hoodman,hoodman
hoodwink,hoodwink,hoodwink
hoof,hoof,hoof
hook,hook,hook
hoop,hoop,hoop
hoot,hoot,hoot
hooted,hoot,hoot
hop,hop,hop
hopdance,hopdanc,hopdance
hope,hope,hope
hopeful,hope,hopeful
hopeless,hopeless,hopeless
hopest,hopest,hopest
hopkin,hopkin,hopkin
hopkins,hopkin,hopkin
horace,horac,horace
horatio,horatio,horatio
horizon,horizon,horizon
horn,horn,horn
hornbook,hornbook,hornbook
horner,horner,horner
horning,horn,horn
horns,horn,horn
horologe,horolog,horologe
horrible,horribl,horrible
horribly,horribl,horribly
horrid,horrid,horrid
horrider,horrid,horrider
horridly,horridli,horridly
horror,horror,horror
horrorable,horror,horrorable
horse,hors,horse
horseback,horseback,horseback
horseman,horseman,horseman
horsemanship,horsemanship,horsemanship
horsemen,horsemen,horseman
horses,hors,horse
horsing,hors,horsing
hortensio,hortensio,hortensio
hortensiu,hortensiu,hortensiu
hortensius,hortensiu,hortensius
horum,horum,horum
hose,hose,hose
hospitable,hospit,hospitable
hospital,hospit,hospital
hospitality,hospit,hospitality
host,host,host
hostage,hostag,hostage
hostages,hostag,hostage
hostess,hostess,hostess
hostile,hostil,hostile
hostility,hostil,hostility
hostilius,hostiliu,hostilius
hot,hot,hot
hotly,hotli,hotly
hotspur,hotspur,hotspur
hotter,hotter,hotter
hound,hound,hound
hounds,hound,hound
hour,hour,hour
hourly,hourli,hourly
hours,hour,hour
house,hous,house
household,household,household
householder,household,householder
housekeeper,housekeep,housekeeper
housekeeping,housekeep,housekeeping
houseless,houseless,houseless
houses,hous,house
housewife,housewif,housewife
housewifery,housewiferi,housewifery
hovel,hovel,hovel
hover,hover,hover
howbeit,howbeit,howbeit
howe,howe,howe
however,howev,however
howl,howl,howl
howling,howl,howl
howls,howl,howl
howso,howso,howso
howsoe,howso,howsoe
howsoever,howsoev,howsoever
howsome,howsom,howsome
hoxes,hox,hoxe
hoy,hoy,hoy
hoyday,hoyday,hoyday
hubert,hubert,hubert
huddle,huddl,huddle
hue,hue,hue
hug,hug,hug
huge,huge,huge
hugely,huge,hugely
hugeness,huge,hugeness
hugg,hugg,hugg
hugger,hugger,hugger
hugh,hugh,hugh
hugs,hug,hug
huju,huju,huju
hulk,hulk,hulk
hull,hull,hull
hum,hum,hum
human,human,human
humane,human,humane
humanely,human,humanely
humanity,human,humanity
humble,humbl,humble
humbleness,humbl,humbleness
humbler,humbler,humbler
humblest,humblest,humblest
humbly,humbl,humbly
hume,hume,hume
humidity,humid,humidity
humility,humil,humility
humorous,humor,humorous
humour,humour,humour
humourous,humour,humourous
humours,humour,humour
humphrey,humphrey,humphrey
humphry,humphri,humphry
hundred,hundr,hundred
hundredth,hundredth,hundredth
hung,hung,hung
hungarian,hungarian,hungarian
hungary,hungari,hungary
hunger,hunger,hunger
hungerford,hungerford,hungerford
hungerly,hungerli,hungerly
hungry,hungri,hungry
hunt,hunt,hunt
hunter,hunter,hunter
hunteth,hunteth,hunteth
hunting,hunt,hunt
huntingdon,huntingdon,huntingdon
huntress,huntress,huntress
huntsman,huntsman,huntsman
hurdle,hurdl,hurdle
hurl,hurl,hurl
hurly,hurli,hurly
hurlyburly,hurlyburli,hurlyburly
hurricano,hurricano,hurricano
hurricanoes,hurricano,hurricanoe
hurry,hurri,hurry
hurt,hurt,hurt
hurtle,hurtl,hurtle
hurtless,hurtless,hurtless
husband,husband,husband
husbanded,husband,husband
husbandless,husbandless,husbandless
husbandry,husbandri,husbandry
husewife,husewif,husewife
hush,hush,hush
husk,husk,husk
huswife,huswif,huswife
hutch,hutch,hutch
hybla,hybla,hybla
hydra,hydra,hydra
hyen,hyen,hyen
hyman,hyman,hyman
hymen,hymen,hyman
hymenaeus,hymenaeu,hymenaeus
hymn,hymn,hymn
hyperbole,hyperbol,hyperbole
hyperbolical,hyperbol,hyperbolical
hyperion,hyperion,hyperion
hypocrisy,hypocrisi,hypocrisy
hypocrite,hypocrit,hypocrite
hyrcan,hyrcan,hyrcan
hyrcania,hyrcania,hyrcania
hyrcanian,hyrcanian,hyrcanian
hyssop,hyssop,hyssop
hysterica,hysterica,hysterica
iachimo,iachimo,iachimo
iago,iago,iago
ibat,ibat,ibat
icarus,icaru,icarus
ice,ice,ice
iceland,iceland,iceland
ici,ici,ici
icicle,icicl,icicle
icy,ici,icy
ide,ide,ide
idea,idea,idea
iden,iden,iden
ides,ide,ide
idiot,idiot,idiot
idle,idl,idle
idleness,idl,idleness
idly,idli,idly
idol,idol,idol
idolatrous,idolatr,idolatrous
idolatry,idolatri,idolatry
ignis,igni,ignis
ignoble,ignobl,ignoble
ignobly,ignobl,ignobly
ignominious,ignomini,ignominious
ignominy,ignomini,ignominy
ignomy,ignomi,ignomy
ignorance,ignor,ignorance
ignorant,ignor,ignorant
iii,iii,iii
ilbow,ilbow,ilbow
ild,ild,ild
ilion,ilion,ilion
ilium,ilium,ilium
ill,ill,ill
illegitimate,illegitim,illegitimate
illiterate,illiter,illiterate
illness,ill,illness
ills,ill,ill
illume,illum,illume
illuminate,illumin,illuminate
illumine,illumin,illumine
illusion,illus,illusion
illustrate,illustr,illustrate
illustrious,illustri,illustrious
illyria,illyria,illyria
illyrian,illyrian,illyrian
ils,il,il
image,imag,image
imagery,imageri,imagery
imaginary,imaginari,imaginary
imagination,imagin,imagination
imagine,imagin,imagine
imagined,imagin,imagine
imagining,imagin,imagine
imbar,imbar,imbar
imbecility,imbecil,imbecility
imbrue,imbru,imbrue
imitari,imitari,imitari
imitate,imit,imitate
imitation,imit,imitation
immaculate,immacul,immaculate
immanity,imman,immanity
immask,immask,immask
immaterial,immateri,immaterial
immediacy,immediaci,immediacy
immediate,immedi,immediate
immediately,immedi,immediately
imminence,immin,imminence
imminent,immin,imminent
immod,immod,immod
immoderate,immoder,immoderate
immoderately,immoder,immoderately
immodest,immodest,immod
immoment,immoment,immoment
immortal,immort,immortal
immortality,immort,immortality
immortalize,immort,immortalize
immure,immur,immure
imogen,imogen,imogen
imp,imp,imp
impaint,impaint,impaint
impair,impair,impair
impale,impal,impale
impart,impart,impart
impartial,imparti,impartial
impartment,impart,impartment
impasted,impast,impaste
impatience,impati,impatience
impatient,impati,impatient
impatiently,impati,impatiently
impawn,impawn,impawn
impeach,impeach,impeach
impeachment,impeach,impeachment
impede,imped,impede
impediment,impedi,impediment
impenetrable,impenetr,impenetrable
imperator,imper,imperator
imperceiverant,imperceiver,imperceiverant
imperfect,imperfect,imperfect
imperfection,imperfect,imperfection
imperfectly,imperfectli,imperfectly
imperial,imperi,imperial
imperious,imperi,imperious
imperiously,imperi,imperiously
impertinency,impertin,impertinency
impertinent,impertin,impertinent
impeticos,impetico,impetico
impetuosity,impetuos,impetuosity
impetuous,impetu,impetuous
impiety,impieti,impiety
impious,impiou,impious
implacable,implac,implacable
implement,implement,implement
implorator,implor,implorator
implore,implor,implore
imply,impli,imply
impone,impon,impone
import,import,import
importance,import,importance
importancy,import,importancy
important,import,important
importantly,importantli,importantly
importeth,importeth,importeth
importless,importless,importless
importunacy,importunaci,importunacy
importunate,importun,importunate
importune,importun,importune
importuned,importun,importune
importunity,importun,importunity
impose,impos,impose
imposition,imposit,imposition
impossibility,imposs,impossibility
impossible,imposs,impossible
imposter,impost,imposter
imposthume,imposthum,imposthume
impostor,impostor,impostor
impotence,impot,impotence
impotent,impot,impotent
impound,impound,impound
impregnable,impregn,impregnable
imprese,impres,imprese
impress,impress,impress
impression,impress,impression
impressure,impressur,impressure
imprimendum,imprimendum,imprimendum
imprimis,imprimi,imprimis
imprint,imprint,imprint
imprison,imprison,imprison
imprisonment,imprison,imprisonment
improbable,improb,improbable
improper,improp,improper
improve,improv,improve
improvident,improvid,improvident
impudence,impud,impudence
impudency,impud,impudency
impudent,impud,impudent
impudently,impud,impudently
impudique,impudiqu,impudique
impugn,impugn,impugn
impure,impur,impure
imputation,imput,imputation
impute,imput,impute
inaccessible,inaccess,inaccessible
inaidible,inaid,inaidible
inaudible,inaud,inaudible
inauspicious,inauspici,inauspicious
incage,incag,incage
incantation,incant,incantation
incapable,incap,incapable
incardinate,incardin,incardinate
incarnadine,incarnadin,incarnadine
incarnal,incarn,incarnal
incarnate,incarn,incarnate
incense,incens,incense
incensement,incens,incensement
incensing,incens,incense
incertain,incertain,incertain
incessant,incess,incessant
incessantly,incessantli,incessantly
incest,incest,incest
incestuous,incestu,incestuous
inch,inch,inch
incharitable,incharit,incharitable
inched,inch,inch
incidency,incid,incidency
incident,incid,incident
incision,incis,incision
incite,incit,incite
incivil,incivil,incivil
incivility,incivil,incivility
inclin,inclin,inclin
inclinable,inclin,inclinable
inclination,inclin,inclination
incline,inclin,incline
inclined,inclin,incline
inclining,inclin,incline
inclip,inclip,inclip
include,includ,include
inclusive,inclus,inclusive
incomparable,incompar,incomparable
incomprehensible,incomprehens,incomprehensible
inconsiderate,inconsider,inconsiderate
inconstancy,inconst,inconstancy
inconstant,inconst,inconstant
incontinency,incontin,incontinency
incontinent,incontin,incontinent
incontinently,incontin,incontinently
inconvenience,inconveni,inconvenience
inconvenient,inconveni,inconvenient
incony,inconi,incony
incorporal,incorpor,incorporal
incorporate,incorpor,incorporate
incorpse,incorps,incorpse
incorrect,incorrect,incorrect
increase,increas,increase
increaseth,increaseth,increaseth
incredible,incred,incredible
incredulous,incredul,incredulous
incur,incur,incur
incurable,incur,incurable
incurr,incurr,incurr
incursion,incurs,incursion
ind,ind,ind
inde,ind,inde
indebted,indebt,indebte
indeed,inde,indeed
indent,indent,indent
indenture,indentur,indenture
index,index,index
india,india,india
indian,indian,indian
indict,indict,indict
indictment,indict,indictment
indie,indi,indie
indifferency,indiffer,indifferency
indifferent,indiffer,indifferent
indifferently,indiffer,indifferently
indigent,indig,indigent
indigest,indigest,indigest
indigeste,indigest,indigeste
indigested,indigest,indigeste
indign,indign,indign
indignation,indign,indignation
indigne,indign,indigne
indignity,indign,indignity
indirect,indirect,indirect
indirection,indirect,indirection
indirectly,indirectli,indirectly
indiscreet,indiscreet,indiscreet
indiscretion,indiscret,indiscretion
indispos,indispo,indispos
indisposed,indispos,indispose
indissoluble,indissolubl,indissoluble
indistinct,indistinct,indistinct
indistinguishable,indistinguish,indistinguishable
indite,indit,indite
individable,individ,individable
indrench,indrench,indrench
indubitate,indubit,indubitate
induce,induc,induce
induced,induc,induce
inducement,induc,inducement
induction,induct,induction
indue,indu,indue
indulgence,indulg,indulgence
indulgent,indulg,indulgent
indurance,indur,indurance
industrious,industri,industrious
industriously,industri,industriously
industry,industri,industry
inequality,inequ,inequality
inestimable,inestim,inestimable
inevitable,inevit,inevitable
inexecrable,inexecr,inexecrable
inexorable,inexor,inexorable
inexplicable,inexplic,inexplicable
inf,inf,inf
infallible,infal,infallible
infallibly,infal,infallibly
infamonize,infamon,infamonize
infamous,infam,infamous
infamy,infami,infamy
infancy,infanc,infancy
infant,infant,infant
infect,infect,infect
infected,infect,infect
infection,infect,infection
infections,infect,infection
infectious,infecti,infectious
infectiously,infecti,infectiously
infer,infer,infer
inference,infer,inference
inferior,inferior,inferior
infernal,infern,infernal
inferr,inferr,inferr
inferreth,inferreth,inferreth
infidel,infidel,infidel
infinite,infinit,infinite
infinitely,infinit,infinitely
infirm,infirm,infirm
infirmitie,infirmiti,infirmitie
infirmities,infirm,infirmitie
infirmity,infirm,infirmity
infixed,infix,infixed
infixing,infix,infix
inflame,inflam,inflame
inflict,inflict,inflict
infliction,inflict,infliction
influence,influenc,influence
infold,infold,infold
inforce,inforc,inforce
inforced,inforc,inforce
inform,inform,inform
informal,inform,informal
information,inform,information
infortunate,infortun,infortunate
infringe,infring,infringe
infuse,infus,infuse
infusion,infus,infusion
ingener,ingen,ingener
ingenious,ingeni,ingenious
ingeniously,ingeni,ingeniously
ingenuous,ingenu,ingenuous
inglorious,inglori,inglorious
ingot,ingot,ingot
ingraft,ingraft,ingraft
ingrate,ingrat,ingrate
ingrateful,ingrat,ingrateful
ingratitude,ingratitud,ingratitude
ingredient,ingredi,ingredient
ingredients,ingredi,ingredient
ingross,ingross,ingross
inhabit,inhabit,inhabit
inhabitable,inhabit,inhabitable
inhabitant,inhabit,inhabitant
inhearse,inhears,inhearse
inherent,inher,inherent
inherit,inherit,inherit
inheritance,inherit,inheritance
inheriting,inherit,inherit
inheritor,inheritor,inheritor
inheritrix,inheritrix,inheritrix
inherits,inherit,inherit
inhibit,inhibit,inhibit
inhibition,inhibit,inhibition
inhoop,inhoop,inhoop
inhospitable,inhospit,inhospitable
inhuman,inhuman,inhuman
iniquity,iniqu,iniquity
initiate,initi,initiate
injointe,injoint,injointe
injunction,injunct,injunction
injure,injur,injure
injurer,injur,injurer
injurious,injuri,injurious
injury,injuri,injury
injustice,injustic,injustice
ink,ink,ink
inkhorn,inkhorn,inkhorn
inkle,inkl,inkle
inkling,inkl,inkling
inky,inki,inky
inland,inland,inland
inlay,inlay,inlay
inly,inli,inly
inmost,inmost,inmost
inn,inn,inn
innkeeper,innkeep,innkeeper
innocence,innoc,innocence
innocency,innoc,innocency
innocent,innoc,innocent
innovation,innov,innovation
innovator,innov,innovator
inns,inn,inn
innumerable,innumer,innumerable
inoculate,inocul,inoculate
inordinate,inordin,inordinate
inquire,inquir,inquire
inquiry,inquiri,inquiry
inquisition,inquisit,inquisition
inquisitive,inquisit,inquisitive
inroad,inroad,inroad
insane,insan,insane
insanie,insani,insanie
insatiate,insati,insatiate
inscribed,inscrib,inscribe
inscription,inscript,inscription
inscroll,inscrol,inscroll
inscrutable,inscrut,inscrutable
insculp,insculp,insculp
insculpture,insculptur,insculpture
insensible,insens,insensible
inseparable,insepar,inseparable
inseparate,insepar,inseparate
insert,insert,insert
inshell,inshel,inshell
inshipp,inshipp,inshipp
inside,insid,inside
insinuate,insinu,insinuate
insinuateth,insinuateth,insinuateth
insinuation,insinu,insinuation
insist,insist,insist
insisture,insistur,insisture
insociable,insoci,insociable
insolence,insol,insolence
insolent,insol,insolent
insomuch,insomuch,insomuch
inspiration,inspir,inspiration
inspire,inspir,inspire
instal,instal,instal
install,instal,install
instalment,instal,instalment
instance,instanc,instance
instances,instanc,instance
instant,instant,instant
instantly,instantli,instantly
instate,instat,instate
instead,instead,instead
insteep,insteep,insteep
instigate,instig,instigate
instigation,instig,instigation
instinct,instinct,instinct
instinctively,instinct,instinctively
institute,institut,institute
institution,institut,institution
instruct,instruct,instruct
instructed,instruct,instruct
instruction,instruct,instruction
instrument,instrument,instrument
instrumental,instrument,instrumental
insubstantial,insubstanti,insubstantial
insufficience,insuffici,insufficience
insufficiency,insuffici,insufficiency
insult,insult,insult
insultment,insult,insultment
insupportable,insupport,insupportable
insuppressive,insuppress,insuppressive
insurrection,insurrect,insurrection
integer,integ,integer
integrita,integrita,integrita
integrity,integr,integrity
intellect,intellect,intellect
intellectual,intellectu,intellectual
intelligence,intellig,intelligence
intelligencer,intelligenc,intelligencer
intelligent,intellig,intelligent
intelligis,intelligi,intelligis
intelligo,intelligo,intelligo
intemperance,intemper,intemperance
intemperate,intemper,intemperate
intend,intend,intend
intended,intend,intend
intendeth,intendeth,intendeth
intendment,intend,intendment
intends,intend,intend
intenible,inten,intenible
intent,intent,intent
intention,intent,intention
intentively,intent,intentively
inter,inter,inter
intercept,intercept,intercept
intercepter,intercept,intercepter
interception,intercept,interception
intercession,intercess,intercession
intercessor,intercessor,intercessor
interchaine,interchain,interchaine
interchange,interchang,interchange
interchangeably,interchang,interchangeably
interchanged,interchang,interchange
interchangement,interchang,interchangement
interdiction,interdict,interdiction
interess,interess,interess
interest,interest,interest
interim,interim,interim
interior,interior,interior
interjection,interject,interjection
interjoin,interjoin,interjoin
interlude,interlud,interlude
intermingle,intermingl,intermingle
intermission,intermiss,intermission
intermissive,intermiss,intermissive
intermit,intermit,intermit
intermix,intermix,intermix
interpeter,interpet,interpeter
interpose,interpos,interpose
interposer,interpos,interposer
interpret,interpret,interpret
interpretation,interpret,interpretation
interpreter,interpret,interpreter
interr,interr,interr
interred,inter,inter
interrogatory,interrogatori,interrogatory
interrupt,interrupt,interrupt
interrupted,interrupt,interrupt
interrupter,interrupt,interrupter
interruption,interrupt,interruption
intertissue,intertissu,intertissue
interview,interview,interview
intestate,intest,intestate
intestine,intestin,intestine
intil,intil,intil
intimate,intim,intimate
intimation,intim,intimation
intitle,intitl,intitle
intitule,intitul,intitule
intolerable,intoler,intolerable
intoxicate,intox,intoxicate
intrench,intrench,intrench
intrenchant,intrench,intrenchant
intricate,intric,intricate
intrinse,intrins,intrinse
intrinsicate,intrins,intrinsicate
intrude,intrud,intrude
intruder,intrud,intruder
intrusion,intrus,intrusion
inundation,inund,inundation
inure,inur,inure
inurn,inurn,inurn
invade,invad,invade
invasion,invas,invasion
invasive,invas,invasive
invective,invect,invective
invectively,invect,invectively
inveigle,inveigl,inveigle
invent,invent,invent
invention,invent,invention
inventor,inventor,inventor
inventorially,inventori,inventorially
inventorie,inventori,inventorie
inventory,inventori,inventory
inverness,inver,inverness
invert,invert,invert
invest,invest,invest
investment,invest,investment
inveterate,inveter,inveterate
invincible,invinc,invincible
inviolable,inviol,inviolable
invisible,invis,invisible
invitation,invit,invitation
invite,invit,invite
invitis,inviti,invitis
invocate,invoc,invocate
invocation,invoc,invocation
invoke,invok,invoke
invulnerable,invulner,invulnerable
inward,inward,inward
inwardly,inwardli,inwardly
inwardness,inward,inwardness
ionia,ionia,ionia
ionian,ionian,ionian
ipse,ips,ipse
ipswich,ipswich,ipswich
ira,ira,ira
irae,ira,irae
iras,ira,ira
ire,ire,ire
ireful,ire,ireful
ireland,ireland,ireland
iris,iri,iris
irish,irish,irish
irishman,irishman,irishman
irk,irk,irk
irksome,irksom,irksome
iron,iron,iron
irreconciled,irreconcil,irreconcile
irregular,irregular,irregular
irregulous,irregul,irregulous
irreligious,irreligi,irreligious
irremoveable,irremov,irremoveable
irreparable,irrepar,irreparable
irresolute,irresolut,irresolute
irrevocable,irrevoc,irrevocable
isabel,isabel,isabel
isabella,isabella,isabella
isbel,isbel,isbel
iscariot,iscariot,iscariot
ise,ise,ise
ish,ish,ish
isidore,isidor,isidore
isis,isi,isis
island,island,island
islander,island,islander
isle,isl,isle
israel,israel,israel
issue,issu,issue
issueless,issueless,issueless
issuing,issu,issue
ista,ista,ista
italian,italian,italian
italy,itali,italy
itch,itch,itch
item,item,item
iteration,iter,iteration
ithaca,ithaca,ithaca
ition,ition,ition
ivory,ivori,ivory
ivy,ivi,ivy
jacet,jacet,jacet
jack,jack,jack
jackanape,jackanap,jackanape
jacksauce,jacksauc,jacksauce
jacob,jacob,jacob
jaculis,jaculi,jaculi
jade,jade,jade
jades,jade,jade
jake,jake,jake
jamany,jamani,jamany
james,jame,james
jamy,jami,jamy
jane,jane,jane
jangle,jangl,jangle
janu,janu,janu
january,januari,january
jaque,jaqu,jaque
jaquenetta,jaquenetta,jaquenetta
jaques,jaqu,jaque
jar,jar,jar
jarring,jar,jarring
jarteer,jarteer,jarteer
jason,jason,jason
jaundice,jaundic,jaundice
jaunt,jaunt,jaunt
jaunting,jaunt,jaunt
jaw,jaw,jaw
jaws,jaw,jaw
jay,jay,jay
jealosy,jealosi,jealosy
jealous,jealou,jealous
jealousies,jealousi,jealousy
jealousy,jealousi,jealousy
jeer,jeer,jeer
jelly,jelli,jelly
jenny,jenni,jenny
jeopardy,jeopardi,jeopardy
jephthah,jephthah,jephthah
jer,jer,jer
jerk,jerk,jerk
jerkin,jerkin,jerkin
jeronimy,jeronimi,jeronimy
jerusalem,jerusalem,jerusalem
jeshu,jeshu,jeshu
jesse,jess,jesse
jessica,jessica,jessica
jest,jest,jest
jester,jester,jester
jesting,jest,jest
jesu,jesu,jesu
jesus,jesu,jesus
jet,jet,jet
jetted,jet,jet
jew,jew,jew
jewel,jewel,jewel
jeweller,jewel,jeweller
jewels,jewel,jewel
jewess,jewess,jewess
jewish,jewish,jewish
jewry,jewri,jewry
jews,jew,jews
jezebel,jezebel,jezebel
jig,jig,jig
jill,jill,jill
jingling,jingl,jingle
joan,joan,joan
job,job,job
jockey,jockey,jockey
jocund,jocund,jocund
jog,jog,jog
john,john,john
join,join,join
joinder,joinder,joinder
joiner,joiner,joiner
joineth,joineth,joineth
joint,joint,joint
jointed,joint,joint
jointly,jointli,jointly
jointress,jointress,jointress
jointure,jointur,jointure
jole,jole,jole
jollity,jolliti,jollity
jolly,jolli,jolly
jolt,jolt,jolt
jolthead,jolthead,jolthead
jordan,jordan,jordan
joseph,joseph,joseph
joshua,joshua,joshua
jot,jot,jot
jouncing,jounc,jounce
jour,jour,jour
jourdain,jourdain,jourdain
journal,journal,journal
journey,journey,journey
journeyman,journeyman,journeyman
jove,jove,jove
jovem,jovem,jovem
jovial,jovial,jovial
jowl,jowl,jowl
joy,joy,joy
joyful,joy,joyful
joyfully,joy,joyfully
joyless,joyless,joyless
joyous,joyou,joyous
jud,jud,jud
juda,juda,juda
judas,juda,judas
jude,jude,jude
judge,judg,judge
judgement,judgement,judgement
judges,judg,judge
judgest,judgest,judgest
judging,judg,judge
judgment,judgment,judgment
judicious,judici,judicious
jug,jug,jug
juggle,juggl,juggle
juggler,juggler,juggler
juggling,juggl,juggle
juice,juic,juice
juiced,juic,juice
jule,jule,jule
julia,julia,julia
juliet,juliet,juliet
julietta,julietta,julietta
julio,julio,julio
julius,juliu,julius
julla,julla,julla
july,juli,july
jump,jump,jump
jumpeth,jumpeth,jumpeth
jumping,jump,jump
june,june,june
junior,junior,junior
junius,juniu,junius
junket,junket,junket
juno,juno,juno
jupiter,jupit,jupiter
jure,jure,jure
jurement,jurement,jurement
jurisdiction,jurisdict,jurisdiction
juror,juror,juror
jury,juri,jury
just,just,just
justeius,justeiu,justeius
justest,justest,justest
justice,justic,justice
justicer,justic,justicer
justicers,justic,justicer
justification,justif,justification
justify,justifi,justify
justle,justl,justle
justly,justli,justly
justness,just,justness
jut,jut,jut
jutty,jutti,jutty
juvenal,juven,juvenal
kam,kam,kam
katarina,katarina,katarina
kate,kate,kate
katharina,katharina,katharina
katharine,katharin,katharine
kecksie,kecksi,kecksie
keech,keech,keech
keel,keel,keel
keen,keen,keen
keenness,keen,keenness
keep,keep,keep
keepdown,keepdown,keepdown
keeper,keeper,keeper
keepest,keepest,keepest
keeping,keep,keep
keeps,keep,keep
keisar,keisar,keisar
ken,ken,ken
kendal,kendal,kendal
kenilworth,kenilworth,kenilworth
kennel,kennel,kennel
kent,kent,kent
kentish,kentish,kentish
kentishman,kentishman,kentishman
kentishmen,kentishmen,kentishman
kept,kept,keep
kerchief,kerchief,kerchief
kerely,kere,kerely
kern,kern,kern
kernel,kernel,kernel
kersey,kersey,kersey
ketly,ketli,ketly
kettle,kettl,kettle
key,key,key
keys,key,key
kibe,kibe,kibe
kick,kick,kick
kickshawse,kickshaws,kickshawse
kicky,kicki,kicky
kid,kid,kid
kidney,kidney,kidney
kidneye,kidney,kidneye
kildare,kildar,kildare
kill,kill,kill
killen,killen,killen
killer,killer,killer
killeth,killeth,killeth
killing,kill,kill
killingworth,killingworth,killingworth
kills,kill,kill
kiln,kiln,kiln
kimbolton,kimbolton,kimbolton
kin,kin,kin
kind,kind,kind
kinder,kinder,kind
kindle,kindl,kindle
kindless,kindless,kindless
kindlier,kindlier,kindly
kindling,kindl,kindle
kindly,kindli,kindly
kindness,kind,kindness
kindre,kindr,kindre
kindred,kindr,kindre
kinds,kind,kind
kine,kine,kine
king,king,king
kingdom,kingdom,kingdom
kingdoms,kingdom,kingdom
kingly,kingli,kingly
kings,king,king
kinsman,kinsman,kinsman
kinsmen,kinsmen,kinsman
kinswoman,kinswoman,kinswoman
kiss,kiss,kiss
kissed,kiss,kiss
kissing,kiss,kiss
kitchen,kitchen,kitchen
kite,kite,kite
kites,kite,kite
kitten,kitten,kitten
knack,knack,knack
knap,knap,knap
knave,knave,knave
knavery,knaveri,knavery
knaves,knave,knave
knavish,knavish,knavish
knead,knead,knead
knee,knee,knee
kneel,kneel,kneel
kneeling,kneel,kneel
knees,knee,knee
knell,knell,knell
knew,knew,know
knewest,knewest,knew
knife,knife,knife
knight,knight,knight
knighthood,knighthood,knighthood
knightly,knightli,knightly
knights,knight,knights
knit,knit,knit
knits,knit,knit
knitters,knitter,knitter
knitteth,knitteth,knitteth
kno,kno,kno
knob,knob,knob
knock,knock,knock
knocking,knock,knock
knog,knog,knog
knoll,knoll,knoll
knot,knot,knot
knots,knot,knot
knotty,knotti,knotty
know,know,know
knower,knower,knower
knowest,knowest,know
knowing,know,know
knowingly,knowingli,knowingly
knowist,knowist,knowist
knowledge,knowledg,knowledge
known,known,know
